Electoral Politics,Health,Nation,Education,Criminal Offences,Congress,Public Servers,Human Rights,2020 Decrees,Services,Labour,District,Forces,Rural,Justice,Pension,Agriculture,Republic,Minors,Peace,Environmental,Family,Civil Code,Professions,Transit
0.0,0.0,0.5575177931,0.0,0.0,0.0,8.766457317,0.0,0.4865288765,0.0,0.0,0.0,3.22355856,0.0,0.4003283801,0.0,5.504062964,1.339548881,0.5750390068,0.0,0.7638160469,0.3032937955,0.0,0.0,1.583051813
0.2901355836,2.179151717,0.4000157082,0.6183806083,0.0,0.0,1.293186337,0.8382505989,2.441362586,1.019775495,0.4551895525,0.0,0.0,0.3548011026,0.0,0.0,0.0,1.756926612,0.1650596564,0.6543043302,0.0,1.293164609,0.0,0.1093423817,0.0
0.0,0.5919715621,3.99265135,0.5998005748,0.0,0.3482561779,0.0,8.220528016,0.1392545492,0.0,0.0,0.863340567,0.0,0.8549460763,0.5444235613,0.0,0.0,0.0,0.0840256564,0.1366834493,3.846753127,0.0,0.0,0.0,1.354284614
3.92773931,0.0,0.0,0.0,1.778538627,0.0,5.833923272,0.1278999812,0.0,0.01380356042,0.0,0.0,0.0,0.0,0.0,0.1229650718,0.0,0.0,0.0,0.0,0.0,12.91567609,0.0,5.94144368,0.1441973904
0.0,0.0,0.0,0.06324589306,0.0,0.0,9.546389834,0.7850000904,0.0,0.47317132,0.5080695809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4501723562,0.0,1.016348566,0.0,0.0,0.0
0.0,0.08099457768,0.728171396,16.20046862,0.0,0.0,0.0,0.0,0.3024247287,0.0,0.02973747532,0.8838761436,2.325664203,0.0,0.0,0.0,2.180885681,1.760468052,0.0,0.6828485357,0.7408753061,0.0,0.0,0.0,3.440867165
0.0,0.0,1.042077244,0.826873761,0.0,1.474359789,0.0,0.0,0.1410491091,0.0,0.4371008361,0.0,0.0,0.0,0.0,0.0,0.0,24.93665958,0.0,0.0,0.0,0.0,0.0,0.5559992455,0.0
0.0,0.4986215314,0.0,0.0,11.11470353,0.0,3.482780542,2.081942254,1.644831729,0.0,2.451534751,1.084143285,0.0,0.0,3.238875309,0.6341313774,0.0,0.2797127751,0.0,3.325336352,0.8458848517,0.9553864112,0.3084335422,1.495083491,0.0
0.0,0.0,1.78552167,1.500213044,0.0,0.0,3.566118777,0.0,0.0,5.07625165,0.0,0.9421130608,0.0,0.3401664349,8.805665665,0.0,0.0,0.0,0.0,0.0,0.400616212,1.096376166,7.887793411,0.0,6.784171692
0.0,0.3144374232,0.0,6.348963345,0.0,0.0,0.0,0.876828874,0.0762070693,5.387046216,0.0,0.0,0.4147591192,4.963161444,4.949037367,0.0,1.15132182,0.0,0.145500185,0.0,0.0,3.305311473,0.0,0.0,1.015885377
0.0,0.0,0.03502056897,0.0,3.178378569,0.0,1.482234504,0.0,0.0,0.0,0.0,0.0,0.0637529438,0.0,1.216665556,0.0,0.3195431767,0.0,1.044438493,0.6703562706,1.402082474,0.0,5.86274182,5.606302939,22.71977912
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.29899738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01683693089,1.437151595,0.5295158893,0.8956800345,0.0,0.0,0.8547898164,1.478555743,0.04889509466,2.922797619,0.06929755296,0.7356499699,2.224314821,0.0,4.158835031,0.0,1.563160166,3.791467549,0.4280697216,1.144520639,0.0,0.0,2.245786898,7.076764171,5.078879767
0.0,0.0,0.0,30.79815726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3514247039,0.0,0.09412271607
0.0,0.0,0.0,0.0,0.01716358184,6.099522397,0.01844920814,0.0,1.283717592,0.0,0.0,0.2014847575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95547501,0.0,0.0,1.642999768,0.0,0.7040378709
0.0,0.0,0.0,0.0,0.2922957853,0.0,2.781857104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.88311914,0.2415967698,0.0,1.533230397,0.0,1.172997385,1.336008605,0.0,0.632518909,5.900094948,0.0
